Favorite,Activity Name,Activity Type,Course,Start,Time,Distance,Elevation Gain,Avg Speed(Avg Pace),Max Speed(Best Pace),Avg HR,Max HR,Calories,Total Strokes,Avg Strokes,Min Strokes,Avg SWOLF,Best SWOLF,Best Efficiency,Training Effect,
false,Nike+ activity #351450726,Running,--,"Sat, Mar 6, 2010 18:07",2:41,0.78,--,3:27,--,--,--,46,--,--,--,--,--,--,--,
false,Nike+ activity #351750505,Running,--,"Sat, Mar 6, 2010 18:12",2:47,0.78,--,--,--,--,--,46,--,--,--,--,--,--,--,
false,Nike+ activity #350750754,Running,--,"Sat, Mar 6, 2010 18:16",2:42,0.78,--,--,--,--,--,46,--,--,--,--,--,--,--,
false,Nike+ activity #352050925,Running,--,"Sat, Mar 6, 2010 18:20",2:42,0.76,--,--,--,--,--,45,--,--,--,--,--,--,--,
false,Nike+ activity #352050926,Running,--,"Sat, Mar 6, 2010 18:24",2:41,0.74,--,3:38,--,--,--,44,--,--,--,--,--,--,--,
