Favorite,Activity Name,Activity Type,Course,Start,Time,Distance,Elevation Gain,Avg Speed(Avg Pace),Max Speed(Best Pace),Avg HR,Max HR,Calories,Total Strokes,Avg Strokes,Min Strokes,Avg SWOLF,Best SWOLF,Best Efficiency,Training Effect,
false,Nike+ activity #853867190,Running,--,"Sun, Nov 3, 2013 20:30",45:43,10.08,--,4:33,--,--,--,616,--,--,--,--,--,--,--,
false,Nike+ activity #855440720,Running,--,"Sun, Nov 3, 2013 21:23",11:42,1.73,--,6:44,--,--,--,106,--,--,--,--,--,--,--,
false,Nike+ activity #27172274000,Running,--,"Wed, Nov 6, 2013 20:51",22:00,5.48,--,4:02,--,--,--,335,--,--,--,--,--,--,--,
false,Nike+ activity #2015818255,Running,--,"Thu, Nov 7, 2013 20:26",36:28,7.14,--,5:08,--,--,--,437,--,--,--,--,--,--,--,
false,Nike+ activity #2029545836,Running,--,"Fri, Nov 8, 2013 20:23",44:59,10.48,--,4:17,--,--,--,641,--,--,--,--,--,--,--,
