Favorite,Activity Name,Activity Type,Course,Start,Time,Distance,Elevation Gain,Avg Speed(Avg Pace),Max Speed(Best Pace),Avg HR,Max HR,Calories,Total Strokes,Avg Strokes,Min Strokes,Avg SWOLF,Best SWOLF,Best Efficiency,Training Effect,
false,Nike+ activity #645056715,Running,--,"Mon, Sep 3, 2012 20:27",40:51,8.72,--,4:41,--,--,--,533,--,--,--,--,--,--,--,
false,Nike+ activity #102209229,Running,--,"Thu, Sep 6, 2012 20:08",1:00:42,13.34,--,--,--,--,--,815,--,--,--,--,--,--,--,
false,Nike+ activity #102218941,Running,--,"Thu, Sep 6, 2012 21:11",4:23,0.75,--,--,--,--,--,46,--,--,--,--,--,--,--,
false,Nike+ activity #733007649,Running,--,"Sat, Sep 8, 2012 17:51",28:34,5.52,--,--,--,--,--,337,--,--,--,--,--,--,--,
false,Nike+ activity #2037748319,Running,--,"Sun, Sep 9, 2012 14:54",6:46,1.27,--,--,--,--,--,78,--,--,--,--,--,--,--,
false,Nike+ activity #2037751139,Running,--,"Sun, Sep 9, 2012 15:29",25:27,6.19,--,4:07,--,--,--,378,--,--,--,--,--,--,--,
false,Nike+ activity #2075167121,Running,--,"Wed, Sep 12, 2012 13:29",44:39,8.61,--,--,--,--,--,527,--,--,--,--,--,--,--,
false,Nike+ activity #2045521818,Running,--,"Wed, Sep 26, 2012 18:58",41:02,10.06,--,--,--,--,--,615,--,--,--,--,--,--,--,
false,Nike+ activity #2046896590,Running,--,"Sat, Sep 29, 2012 18:22",47:08,10.39,--,--,--,--,--,635,--,--,--,--,--,--,--,
false,Nike+ activity #2047319425,Running,--,"Sun, Sep 30, 2012 17:59",31:51,7.14,--,4:27,--,--,--,436,--,--,--,--,--,--,--,
false,Nike+ activity #2047308975,Running,--,"Sun, Sep 30, 2012 18:40",4:20,0.89,--,--,--,--,--,54,--,--,--,--,--,--,--,
